Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
4,1,3,4,4745,f,road,low,f,0
4,2,2,3,4299,f,ship,low,m,0
5,1,8,7,5437,d,ship,medium,m,0
5,1,2,3,5682,a,ship,low,f,1
5,1,5,4,1308,d,ship,low,m,0
4,3,5,10,1067,f,ship,low,f,1
5,5,2,10,4255,a,ship,medium,m,1
4,2,3,30,1076,f,ship,high,f,1
3,3,3,8,4199,f,road,low,f,0
2,2,2,34,1575,c,ship,medium,m,1
4,3,6,8,1123,f,road,medium,m,1
3,1,3,10,4341,b,ship,medium,m,1
3,5,3,43,1282,d,ship,low,m,1
5,5,5,54,1511,b,road,high,f,1
5,1,3,7,4466,c,ship,medium,m,1
4,3,3,7,2538,c,ship,low,f,1
4,3,3,39,2213,b,ship,low,f,1
2,5,3,27,1233,a,ship,low,f,1
4,2,2,9,4937,a,flight,medium,f,0
2,5,2,5,5164,c,flight,low,f,1
5,2,3,5,4725,a,ship,low,f,0
4,4,4,5,5038,d,ship,low,m,0
4,2,3,10,5632,a,road,low,m,0
4,4,3,8,4066,f,flight,medium,f,1
3,4,3,7,5400,f,road,low,f,0
4,4,3,36,2111,c,ship,low,f,1
5,4,4,8,1220,f,ship,medium,m,0
4,4,3,13,1402,b,ship,low,m,1
4,1,3,7,4083,f,road,medium,f,1
4,4,3,7,4683,c,flight,low,m,0
3,3,3,1,4647,d,ship,high,m,0
5,5,5,5,4303,f,road,low,m,1
4,2,10,4,4696,f,ship,medium,f,1
3,4,3,8,4274,a,ship,low,m,1
4,2,2,16,1014,a,ship,low,m,1
3,4,4,56,1408,c,ship,low,f,1
3,4,2,4,5926,d,ship,low,m,0
5,2,4,59,2885,b,ship,low,f,1
3,2,3,33,3335,f,ship,low,f,1
2,1,2,8,4323,b,ship,low,m,0
3,2,3,1,5825,a,ship,low,m,0
3,5,2,1,5940,f,ship,medium,m,1
2,4,2,2,5138,a,ship,medium,f,0
4,2,2,10,5580,c,ship,low,f,0
5,1,6,2,1876,f,ship,low,f,0
3,3,5,61,1452,b,ship,medium,m,1
4,5,2,4,4433,b,road,low,f,0
3,3,4,3,5944,f,ship,medium,f,1
4,3,4,40,3106,c,ship,medium,m,1
3,4,2,4,1442,d,ship,medium,f,1
6,4,4,1,1179,d,ship,medium,f,1
3,4,3,8,1567,b,flight,medium,f,1
3,3,3,6,5288,d,ship,medium,m,1
6,2,4,2,1149,d,ship,medium,m,1
6,1,4,6,1735,d,ship,medium,m,1
4,3,3,4,4867,f,ship,medium,f,1
6,4,2,9,5972,f,road,low,f,0
5,1,3,47,2657,f,ship,low,f,1
6,2,4,7,1181,c,flight,low,f,1
5,2,3,4,4323,c,ship,low,m,0
3,4,3,1,5959,c,flight,low,f,1
3,1,2,1,5931,f,road,medium,f,0
5,2,2,23,3962,a,flight,medium,m,1
3,2,2,3,4442,d,ship,medium,m,1
4,5,3,59,2083,c,ship,low,f,1
2,2,2,9,4318,f,ship,medium,f,0
2,4,2,57,1264,d,ship,medium,f,1
3,1,6,10,4912,f,ship,medium,m,0
4,1,4,4,4697,d,ship,low,f,1
7,5,4,4,1052,f,ship,low,m,1
3,5,3,2,4242,a,ship,high,f,0
7,2,4,10,1587,f,ship,low,f,0
5,1,5,3,1705,a,road,low,f,0
4,1,5,9,5801,a,ship,medium,m,0
4,1,7,41,2964,f,road,low,m,1
3,5,3,30,1035,f,ship,low,f,1
3,5,6,25,2232,c,ship,low,f,1
3,1,2,6,5274,c,ship,high,m,1
3,2,2,7,5988,c,road,medium,m,1
4,1,4,3,1689,a,road,low,m,0
4,3,5,1,1192,d,flight,low,m,0
5,2,6,2,1210,f,ship,medium,m,0
5,5,5,2,1593,f,ship,high,f,1
5,2,2,19,1311,f,flight,medium,m,1
3,4,3,23,1527,a,ship,medium,m,1
4,1,10,35,1989,d,ship,medium,m,1
4,3,3,4,6000,d,ship,high,f,1
3,4,3,17,1700,f,ship,low,m,1
4,5,2,63,3401,f,ship,low,m,1
5,1,5,4,1776,f,ship,low,m,0
6,2,5,1,1357,c,ship,medium,m,0
5,5,3,5,4949,a,flight,medium,m,0
3,2,3,33,2789,d,ship,medium,m,1
4,3,4,2,4919,a,road,medium,f,0
3,5,3,7,4966,b,ship,medium,f,0
4,4,3,14,3666,f,ship,medium,f,1
3,2,3,10,4636,a,road,medium,m,1
3,1,4,3,4426,f,ship,high,f,0
4,1,4,59,2925,b,ship,medium,m,1
2,4,2,1,4344,f,ship,medium,m,0
2,4,6,39,3770,c,ship,medium,f,1
4,4,3,10,4680,f,ship,medium,m,0
3,4,3,56,3654,d,ship,low,m,1
4,5,5,32,1055,a,road,medium,f,1
4,5,3,65,2598,f,ship,low,f,1
3,3,4,9,4712,f,ship,high,m,0
3,2,4,4,4918,f,flight,medium,f,0
5,3,3,13,1446,d,road,medium,f,1
3,3,3,3,2837,f,ship,medium,m,1
6,2,10,4,4490,f,ship,low,f,0
5,3,2,52,3824,d,ship,medium,m,1
4,3,10,6,4347,f,flight,low,f,1
4,2,5,10,1668,f,ship,medium,m,1
4,3,2,9,4876,f,ship,low,m,0
3,5,4,3,4934,a,ship,low,f,0
3,3,3,1,4263,f,ship,high,m,1
4,5,5,3,1954,a,road,low,f,0
3,1,2,6,1490,b,ship,medium,f,1
2,1,5,1,4543,d,flight,low,f,0
4,2,2,3,4715,b,ship,medium,m,1
5,5,3,54,1536,f,ship,low,m,1
4,3,2,10,5211,f,ship,medium,f,0
5,3,5,1,1196,a,flight,low,f,0
5,1,8,18,3806,a,ship,low,f,1
3,3,2,10,5255,d,ship,medium,m,0
5,4,3,6,4257,b,ship,medium,m,0
2,5,2,38,3708,a,flight,low,m,1
5,2,2,55,1758,f,road,low,f,1
5,5,4,47,3644,f,flight,medium,f,1
3,4,2,51,1041,a,flight,low,m,1
6,2,5,7,1638,b,ship,low,m,1
4,1,7,52,1083,b,flight,medium,f,1
4,5,2,40,1270,f,ship,low,m,1
3,4,2,3,4723,b,ship,low,m,0
6,4,5,53,3169,a,ship,low,f,1
3,3,3,6,1878,f,ship,low,f,1
3,1,2,42,1668,b,road,low,m,1
6,5,4,2,1163,d,ship,low,f,0
7,2,4,1,1339,a,ship,low,m,0
5,2,3,9,5714,b,ship,low,f,1
3,4,3,3,2169,b,ship,medium,m,1
4,1,5,7,5738,f,road,low,f,0
3,2,3,7,5477,b,ship,high,f,0
4,3,3,5,4667,d,flight,medium,f,0
4,4,3,29,2602,f,flight,high,m,1
4,3,5,6,1324,d,ship,low,m,0
5,2,5,9,1876,c,ship,medium,f,0
4,5,5,8,4573,d,flight,high,m,0
6,1,4,7,1644,c,flight,low,f,1
4,2,8,1,4038,c,ship,low,f,1
5,4,4,6,4369,f,ship,medium,m,0
6,5,4,7,1300,c,ship,medium,m,0
3,1,6,2,1323,c,ship,medium,m,1
4,3,3,7,4525,f,ship,medium,f,1
3,2,3,3,4491,f,ship,medium,f,0
5,5,2,18,1066,c,ship,high,f,1
3,1,4,1,4195,c,ship,low,m,0
5,2,5,7,1923,f,flight,low,f,0
4,3,3,19,2774,d,road,medium,f,1
3,3,3,4,3114,f,road,low,m,1
3,5,3,7,4056,a,flight,low,f,1
4,3,6,6,1459,a,ship,low,m,1
3,1,3,4,4616,c,flight,medium,m,0
3,1,5,9,1537,f,flight,low,m,1
4,1,2,10,1340,a,ship,low,m,1
4,2,2,55,3416,c,ship,medium,m,1
2,4,2,17,1686,f,ship,low,f,1
4,5,4,4,1595,f,ship,low,f,1
3,2,2,32,1329,f,ship,low,m,1
3,1,2,7,5682,f,road,low,m,0
4,2,2,21,1617,b,ship,medium,m,1
4,2,2,7,4470,b,ship,medium,m,1
4,5,2,23,2686,d,flight,low,m,1
6,1,4,9,1243,a,ship,low,m,0
4,5,3,3,4454,f,ship,high,m,0
2,4,2,5,4010,b,ship,low,f,1
6,4,4,6,1851,a,ship,low,f,0
4,1,8,1,4638,c,ship,medium,m,0
6,4,4,3,1141,b,ship,low,m,1
3,5,2,4,5692,f,ship,low,f,0
3,4,3,3,4566,b,ship,low,f,0
5,2,6,35,1852,f,ship,low,m,1
3,3,4,17,1498,b,ship,medium,f,1
4,4,4,2,5856,b,road,low,f,1
2,2,3,10,4736,b,ship,low,f,0
4,4,8,39,1345,f,ship,medium,f,1
4,1,5,7,5941,f,ship,medium,f,1
4,4,3,2,5140,d,road,medium,m,0
3,3,2,5,4470,a,ship,low,m,0
3,4,2,3,4240,d,ship,medium,m,1
5,2,3,49,3236,d,ship,medium,m,1
5,2,6,5,5339,b,ship,high,m,1
3,5,3,20,2374,f,ship,low,m,1
5,5,2,2,5210,f,ship,medium,m,0
6,1,4,8,1378,f,ship,medium,m,0
3,5,4,59,1481,c,ship,medium,f,1
3,4,5,2,4461,d,road,low,m,0
6,3,5,64,1860,a,ship,medium,f,1
2,3,2,1,5331,c,ship,low,f,1
3,5,2,5,5877,b,ship,low,f,1
3,5,2,16,1422,f,flight,low,f,1
3,5,2,7,4422,f,flight,medium,f,1
2,3,4,53,1850,f,ship,low,f,1
3,3,7,36,3634,c,ship,high,f,1
2,3,3,1,5910,b,ship,high,m,0
5,5,2,8,4350,f,ship,medium,m,0
7,3,5,10,1152,f,ship,medium,m,1
3,1,3,61,1880,b,ship,medium,m,1
4,3,3,62,2587,c,road,low,f,1
4,1,8,7,5359,d,road,low,f,0
4,1,2,41,1992,d,ship,high,f,1
4,2,5,6,1734,f,ship,low,m,1
4,5,3,3,5000,f,flight,medium,m,1
3,1,4,8,5884,d,ship,medium,f,1
2,5,4,8,4042,f,ship,medium,m,0
4,4,3,6,4199,b,ship,medium,f,1
3,2,2,5,5713,f,ship,low,m,0
3,3,2,1,5670,f,ship,medium,f,0
3,2,4,7,4038,f,ship,high,f,0
4,2,3,3,5923,a,ship,low,m,0
6,3,8,6,5992,b,ship,low,f,1
3,5,3,51,3476,d,ship,medium,f,1
3,2,2,12,1817,f,ship,medium,f,1
4,1,3,3,5919,c,ship,low,f,0
3,4,2,4,4629,b,ship,medium,f,0
6,4,4,9,1585,b,flight,low,m,0
3,3,2,59,3436,c,road,medium,f,1
3,5,3,46,1857,f,ship,low,m,1
3,1,3,5,5643,f,road,low,f,0
5,3,7,45,3162,b,flight,medium,f,1
2,4,2,32,1213,f,ship,low,f,1
4,1,5,1,5463,b,ship,low,f,1
5,2,3,8,3442,f,road,medium,m,1
4,1,3,31,3632,a,ship,low,m,1
4,1,2,2,5630,d,flight,medium,m,0
3,1,2,44,1994,a,road,low,f,1
3,4,3,2,1307,d,road,low,f,1
3,2,2,10,4172,f,road,medium,f,0
2,1,3,58,1930,d,road,low,m,1
4,4,3,2,4430,c,road,low,f,0
3,1,3,9,5184,f,ship,medium,m,0
4,1,5,1,5986,d,ship,low,f,0
3,5,10,35,1597,a,ship,high,f,1
5,5,4,8,1247,d,ship,medium,f,1
3,5,3,41,3977,b,ship,low,f,1
3,1,3,39,3062,c,flight,medium,m,1
4,4,3,60,2715,f,ship,low,m,1
3,5,3,47,2439,c,ship,medium,f,1
3,5,2,50,2598,f,ship,medium,f,1
4,2,3,9,5871,f,ship,low,f,1
3,1,3,5,5154,f,ship,low,m,0
4,2,3,4,2061,d,ship,high,m,1
3,3,2,5,4112,f,ship,low,m,1
5,2,5,4,4196,d,road,low,f,1
4,1,4,10,5965,f,ship,low,m,1
2,5,5,9,5565,d,ship,medium,f,0
4,2,5,7,4718,f,ship,low,m,0
4,1,3,10,5943,d,ship,low,f,0
2,1,3,3,5937,c,flight,medium,m,0
6,3,4,6,4249,f,ship,medium,f,0
2,4,3,3,5897,c,ship,low,m,1
4,1,4,34,1831,f,ship,medium,f,1
3,1,4,2,5016,d,ship,medium,m,0
4,4,2,2,5892,d,ship,medium,f,0
3,3,2,25,3607,f,road,low,m,1
4,2,2,2,1233,a,ship,medium,f,0
2,5,4,4,5693,f,road,low,f,1
4,2,3,7,5737,f,ship,medium,f,1
4,2,6,8,5695,a,flight,low,f,0
2,5,2,4,4473,b,road,low,m,1
4,1,3,9,1431,f,road,medium,m,1
3,1,4,4,4303,f,ship,high,m,0
5,1,6,9,1192,d,ship,low,f,0
3,3,4,35,1417,f,ship,low,f,1
6,4,5,9,4376,d,flight,medium,m,1
5,5,3,7,4485,b,ship,low,f,1
3,2,3,1,5307,f,ship,high,m,0
5,5,6,52,2615,c,ship,low,f,1
5,1,2,10,3860,f,flight,low,f,1
3,4,3,8,5191,f,ship,high,m,1
2,1,3,39,1582,d,ship,low,f,1
4,4,3,1,5242,b,ship,high,f,1
6,2,4,1,1857,c,ship,low,m,1
5,3,2,61,3341,f,ship,low,f,1
2,1,3,62,2106,b,ship,low,m,1
5,3,4,3,5026,b,road,medium,f,0
3,4,4,7,1492,d,flight,medium,f,1
5,3,3,52,3118,a,ship,low,f,1
4,2,3,3,4661,d,ship,medium,f,1
3,3,3,2,4059,b,ship,low,m,1
2,3,3,23,1372,c,ship,low,f,1
3,2,4,12,2777,c,ship,medium,f,1
4,2,5,6,1827,f,road,low,m,1
3,5,2,6,4020,a,ship,medium,f,1
3,4,4,6,5540,c,road,low,f,0
3,4,3,2,4976,f,ship,medium,m,0
5,3,3,7,4833,a,flight,low,m,1
4,1,3,10,4574,d,ship,medium,f,0
3,5,2,10,2621,f,ship,low,f,1
3,4,3,9,5514,f,ship,high,f,1
5,1,4,5,1027,f,ship,medium,m,1
2,3,2,31,2621,f,ship,low,f,1
4,4,2,29,2267,f,ship,medium,m,1
5,4,3,9,5432,d,road,low,m,0
7,1,4,8,1339,b,road,low,f,0
3,3,3,4,4354,f,road,high,f,1
4,2,3,22,1261,d,ship,low,m,1
3,1,2,24,3811,d,ship,low,m,1
4,4,3,1,5784,f,ship,medium,m,1
4,1,3,56,3135,f,ship,medium,f,1
5,3,5,10,1784,a,ship,low,m,0
5,1,3,27,2415,f,flight,medium,m,1
3,3,4,7,2299,c,ship,medium,m,1
5,4,5,9,1069,a,ship,low,m,1
3,3,2,8,5813,f,ship,low,m,0
6,2,2,9,5580,b,flight,medium,m,0
4,2,3,16,2046,d,ship,low,m,1
4,5,2,21,3128,d,flight,low,f,1
3,1,7,5,4439,c,ship,high,m,1
3,1,6,5,3432,f,ship,high,m,1
4,3,5,3,1637,c,road,low,f,1
3,2,7,10,4244,a,ship,medium,m,1
5,5,2,2,4562,b,ship,high,f,1
4,3,3,10,5491,a,ship,medium,f,1
3,4,3,37,2111,a,ship,medium,f,1
3,4,3,37,3650,d,flight,high,f,1
6,3,5,7,1615,f,flight,medium,f,1
4,3,2,8,5690,a,ship,medium,f,1
4,2,5,3,1933,a,ship,low,m,1
5,1,3,19,3007,a,ship,low,f,1
4,5,3,21,1683,b,ship,low,f,1
4,5,2,8,5478,d,ship,medium,m,0
4,2,4,9,4713,a,ship,low,f,1
3,2,2,3,4876,f,ship,medium,f,0
5,4,4,7,4552,f,ship,medium,m,1
2,5,3,8,4605,f,ship,medium,m,0
4,1,10,5,5494,f,ship,medium,f,1
4,5,2,7,5325,d,road,medium,f,1
2,5,2,5,4236,a,road,high,m,0
4,5,2,9,5724,c,road,low,f,0
3,1,7,5,4102,c,flight,low,m,1
5,1,5,9,1156,c,ship,medium,m,1
3,3,3,2,4926,a,ship,low,f,0
5,2,2,27,3276,f,ship,medium,m,1
3,3,6,6,4279,b,ship,low,f,0
4,1,6,1,4943,a,road,low,m,0
5,3,5,9,1924,f,flight,high,m,0
4,5,2,2,4883,b,ship,low,m,1
5,2,3,6,4013,c,ship,low,m,1
3,4,3,17,1187,f,ship,low,m,1
2,2,3,6,4840,f,ship,low,m,1
5,3,6,3,1321,a,road,medium,f,0
3,4,3,4,4191,a,ship,medium,m,0
4,5,3,64,3812,f,road,low,f,1
5,1,3,7,5061,f,ship,low,f,0
7,3,4,1,1966,c,ship,medium,m,1
3,1,3,1,5486,d,ship,medium,m,1
2,1,3,8,6064,c,ship,medium,f,1
6,4,5,2,4651,f,ship,medium,m,0
3,2,2,19,2196,f,ship,low,m,1
6,3,4,10,5965,a,flight,low,f,0
4,2,4,46,1736,a,ship,low,f,1
4,4,3,29,3623,f,road,low,m,1
6,5,4,5,1963,b,ship,medium,m,1
5,2,6,5,1885,c,ship,low,m,0
2,4,2,5,5335,f,flight,low,m,1
3,5,4,26,1969,d,flight,medium,m,1
6,3,4,2,1520,f,road,medium,f,1
3,3,2,7,4865,f,flight,medium,m,0
6,5,4,6,4616,f,ship,medium,m,0
6,5,4,8,1689,a,flight,low,m,0
6,5,3,9,4074,b,ship,low,m,1
3,2,5,1,5993,f,ship,medium,m,0
4,2,5,10,1720,c,road,low,f,0
3,2,2,9,4648,f,ship,high,m,0
3,1,2,7,5320,f,road,low,f,0
3,2,3,10,5768,f,ship,medium,f,1
4,1,3,22,1403,a,ship,high,f,1
3,3,3,7,5199,d,road,low,f,1
4,4,5,3,5901,f,ship,medium,m,1
4,5,5,3,1162,f,flight,low,m,0
4,4,2,19,1665,a,ship,medium,f,1
4,3,4,3,3889,a,ship,low,f,1
4,4,3,8,5475,c,ship,medium,f,0
5,4,4,10,4880,c,ship,low,m,0
5,5,2,4,5587,b,ship,low,m,0
4,3,3,10,2802,b,ship,low,f,1
3,2,3,27,1898,f,ship,low,m,1
6,3,4,6,1822,f,ship,medium,f,1
4,3,3,58,2579,b,flight,medium,m,1
4,4,2,9,3075,f,ship,low,m,1
3,2,4,60,2178,a,ship,medium,m,1
2,3,4,2,4521,c,ship,high,f,0
3,4,4,6,4403,f,ship,low,m,0
6,5,4,2,1867,a,ship,medium,m,1
4,2,4,41,1511,f,flight,low,f,1
3,1,2,3,4226,f,ship,medium,m,0
3,5,3,10,2277,d,ship,medium,f,1
5,3,4,4,5683,f,ship,low,f,0
3,5,3,2,4018,d,ship,medium,f,1
6,2,4,3,1118,d,ship,medium,m,0
2,2,5,1,1885,d,ship,medium,f,1
3,2,4,3,4042,f,flight,low,f,0
2,3,3,9,4032,f,ship,high,m,1
4,5,2,34,2821,c,ship,low,f,1
4,2,2,6,2010,a,ship,low,f,1
6,2,7,65,3362,c,road,medium,f,1
6,5,4,3,1385,f,road,medium,m,0
3,5,3,1,1366,a,road,low,f,1
6,4,5,10,4225,f,ship,high,f,0
4,5,3,5,1012,f,ship,low,f,1
4,4,4,35,1210,d,ship,low,f,1
5,4,2,8,4200,b,ship,low,f,0
3,3,4,62,1616,f,flight,medium,f,1
5,5,4,10,5676,c,ship,low,f,1
6,3,4,1,4912,f,ship,low,m,0
4,3,4,6,4166,b,ship,medium,m,0
2,1,2,10,4671,b,ship,low,m,1
4,4,5,5,4823,c,road,low,m,1
5,1,2,9,4580,c,ship,low,m,1
2,3,2,62,3127,b,ship,medium,f,1
4,3,3,7,4810,f,ship,low,f,1
5,4,6,5,2041,d,flight,medium,f,1
6,2,3,3,2974,b,ship,medium,f,1
3,3,3,10,5439,a,ship,medium,m,0
5,3,4,8,4129,f,ship,high,m,1
4,1,5,1,1605,d,ship,low,m,1
4,1,4,64,3312,c,ship,medium,f,1
4,5,10,44,3860,f,road,medium,f,1
5,4,6,8,1327,d,ship,low,f,1
5,2,6,7,5289,b,ship,medium,f,0
4,2,4,2,5795,a,ship,medium,f,1
5,1,4,9,4766,b,road,low,f,0
2,5,3,9,4182,c,ship,medium,f,0
4,1,3,60,1200,b,ship,low,f,1
4,3,3,1,5214,a,road,high,f,0
5,5,8,48,2627,f,ship,low,f,1
4,3,3,6,5712,f,flight,low,f,1
5,4,5,8,4038,a,flight,low,m,1
6,3,5,13,3899,a,ship,low,m,1
5,4,2,8,5291,f,flight,low,f,0
3,1,2,5,4738,a,ship,low,f,0
3,1,3,7,5140,c,ship,high,m,1
6,1,3,2,5144,f,ship,low,f,0
6,5,4,2,1167,f,ship,low,m,1
7,3,4,4,1628,f,ship,medium,m,0
5,4,3,1,5711,a,flight,medium,f,0
4,5,3,59,3951,a,ship,medium,m,1
5,1,2,8,5218,f,ship,low,f,0
4,4,5,6,1853,d,ship,low,m,1
3,2,3,6,5642,f,ship,low,m,0
6,5,5,3,4660,a,ship,high,f,1
5,5,6,6,1450,b,road,low,m,1
3,3,7,19,2182,b,flight,medium,m,1
5,5,4,60,1407,f,ship,medium,m,1
3,5,3,4,5069,f,flight,medium,m,0
3,4,3,6,4950,f,flight,medium,m,0
3,4,8,35,3299,d,ship,low,f,1
5,2,2,58,1654,d,road,low,m,1
5,2,5,8,1367,f,road,medium,m,0
5,3,5,6,1278,f,flight,low,f,1
5,5,3,10,5591,b,ship,low,m,0
4,1,5,3,1880,f,ship,medium,f,1
3,3,2,18,1225,d,ship,medium,m,1
4,2,2,5,4635,f,road,medium,m,0
5,2,6,8,5633,a,ship,low,m,0
6,3,4,6,1537,f,ship,low,f,0
4,4,2,53,3154,f,ship,high,m,1
3,2,10,9,4256,b,ship,low,f,0
4,2,5,6,1520,f,ship,low,m,0
4,3,2,6,4286,f,ship,medium,m,1
4,2,2,2,5327,f,road,medium,m,0
4,2,4,3,4956,f,ship,low,f,1
4,5,3,5,4735,c,ship,high,m,0
2,5,3,4,4888,f,flight,medium,f,0
4,5,3,9,5263,b,ship,low,m,0
3,2,2,3,4759,f,ship,low,f,0
3,1,4,6,5926,d,ship,medium,f,1
6,5,3,9,5634,f,road,low,m,0
4,4,2,2,4460,f,road,low,m,0
4,4,2,1,4711,f,road,medium,f,1
5,4,3,10,4670,c,ship,low,f,1
3,3,2,8,5871,f,ship,medium,f,0
5,5,3,10,5060,d,ship,medium,f,0
3,5,3,5,4317,f,ship,medium,m,1
5,1,3,58,3599,d,ship,medium,f,1
5,3,2,9,4458,f,ship,low,m,0
4,3,4,14,1686,d,ship,low,m,1
4,4,3,4,4651,c,road,low,f,1
4,1,4,7,5600,d,flight,medium,f,1
5,5,3,31,2033,f,ship,low,f,1
4,3,6,2,1727,f,road,medium,m,1
5,5,3,37,1993,f,ship,medium,f,1
3,2,4,10,4410,f,ship,medium,f,0
3,3,6,2,4984,f,ship,medium,m,0
5,3,2,2,5953,b,ship,low,f,1
5,2,5,5,1864,d,ship,medium,f,0
4,1,2,10,5066,b,ship,low,f,0
6,1,4,10,1623,a,ship,low,m,1
4,4,3,59,1165,c,road,high,f,1
4,4,3,7,4480,c,ship,medium,f,1
4,2,3,9,4941,c,road,low,f,0
4,4,3,14,1716,f,ship,low,f,1
4,2,3,1,5128,b,flight,medium,f,0
4,1,3,5,5632,b,ship,low,f,0
4,5,3,38,2651,a,ship,low,f,1
3,4,2,3,4154,b,ship,medium,f,1
4,3,3,12,3922,f,ship,high,m,1
5,5,5,9,5385,b,ship,medium,m,0
3,3,3,5,5638,a,ship,low,m,0
3,1,2,10,5460,f,ship,medium,m,0
4,2,2,26,2431,f,ship,low,f,1
3,5,2,9,4623,c,ship,medium,m,0
4,2,3,1,4933,a,ship,medium,f,1
4,3,2,9,5940,c,ship,low,m,0
4,4,2,7,4042,f,ship,low,m,1
3,1,7,3,4477,c,flight,low,f,0
5,4,4,48,1920,c,ship,medium,m,1
4,4,3,8,4893,c,ship,low,f,0
5,2,4,39,1204,a,road,medium,m,1
2,1,4,4,4780,b,flight,medium,f,0
5,2,4,7,4787,f,ship,low,f,1
4,1,4,22,2066,a,ship,low,m,1
5,1,5,4,1622,c,flight,medium,m,0
2,3,4,5,5989,f,road,low,f,1
3,5,3,9,4969,a,flight,medium,f,0
4,4,5,7,5590,b,road,low,f,0
4,1,6,7,1884,d,road,low,f,1
5,1,2,6,4984,d,flight,high,m,1
2,4,5,9,1740,a,road,low,m,1
4,1,2,60,2671,b,ship,medium,f,1
4,4,2,59,1941,f,ship,medium,m,1
4,4,10,1,4602,b,ship,low,f,0
3,2,5,6,1887,d,ship,medium,f,0
4,5,4,1,4885,d,ship,low,f,0
3,3,3,51,3935,d,ship,low,f,1
5,3,6,10,1027,b,road,low,m,0
3,3,2,5,5058,c,ship,low,m,0
4,4,2,2,4800,a,road,low,m,0
3,2,2,9,4466,b,ship,medium,m,0
4,2,3,61,1875,b,flight,medium,m,1
4,5,2,1,4395,c,ship,low,m,1
3,3,2,46,3594,f,road,medium,m,1
5,2,2,2,5448,d,ship,medium,f,0
4,4,3,8,5394,a,road,low,f,0
4,5,2,9,5425,f,ship,medium,f,1
4,1,4,1,4684,f,ship,medium,f,0
5,4,3,40,3484,d,ship,medium,m,1
5,5,3,9,5807,f,ship,low,f,1
5,5,5,61,1091,b,ship,medium,f,1
3,5,2,2,4440,a,ship,medium,m,0
4,3,3,1,5408,a,ship,medium,f,1
4,2,3,11,1926,a,ship,low,f,1
4,2,3,3,5121,f,ship,medium,m,0
3,2,3,1,5362,d,ship,medium,m,0
3,3,10,2,5626,f,ship,medium,m,1
4,4,2,9,5672,d,ship,low,f,1
5,3,4,1,5743,b,ship,low,m,0
5,5,2,2,5908,b,ship,medium,m,0
4,3,2,3,1376,f,ship,low,f,0
4,5,2,10,5865,a,ship,medium,m,1
2,2,4,6,5585,f,road,low,m,0
6,5,4,2,1980,f,ship,medium,f,0
2,2,2,49,1447,a,ship,medium,f,1
3,5,3,5,4183,c,road,high,m,1
3,3,2,9,4860,f,ship,medium,m,0
4,3,4,36,1171,d,flight,low,m,1
4,4,6,2,1279,c,ship,low,m,0
4,5,5,6,1754,d,ship,low,f,0
4,1,3,4,3686,f,ship,medium,f,1
3,1,2,9,5853,b,road,medium,f,1
3,3,3,6,5261,c,road,low,f,0
2,3,3,3,4478,c,ship,medium,m,0
6,1,10,7,4287,f,flight,medium,m,0
4,1,2,8,3638,f,ship,low,m,1
4,4,4,5,5162,a,ship,low,m,0
6,1,4,2,1018,f,flight,low,f,0
4,1,3,5,4173,a,ship,medium,f,0
3,3,5,25,3992,b,ship,low,m,1
4,1,4,6,5197,b,ship,medium,m,1
5,2,3,6,4302,f,ship,medium,f,0
5,1,6,2,1258,f,ship,low,m,1
4,3,2,1,5398,b,road,low,m,0
4,5,3,9,5208,a,flight,medium,f,0
4,2,3,45,2486,b,ship,medium,m,1
5,2,3,9,4298,f,road,low,m,1
5,4,3,4,5332,c,ship,medium,f,0
2,3,3,4,4862,d,ship,low,f,0
5,2,3,4,4271,f,ship,high,m,0
4,1,2,3,5672,f,road,low,m,0
4,3,4,23,2960,c,ship,medium,m,1
3,3,7,4,5075,d,ship,high,f,1
5,2,2,1,4607,b,ship,medium,m,0
3,4,3,7,5429,c,ship,medium,f,0
6,2,5,5,1051,c,road,low,f,1
4,2,3,59,1588,b,ship,medium,m,1
4,3,3,13,1985,b,ship,medium,m,1
5,2,3,2,4198,b,ship,low,m,0
5,1,6,1,1021,a,ship,low,m,0
3,5,3,47,3523,c,ship,low,f,1
4,5,5,1,1187,a,ship,low,f,1
3,3,3,6,4260,a,ship,high,f,1
5,1,6,7,4344,c,road,low,f,0
3,4,3,6,3788,c,ship,low,m,1
5,3,6,9,5640,d,ship,medium,f,0
4,3,4,9,5116,d,ship,medium,m,1
7,3,4,4,1373,a,ship,medium,f,0
3,4,4,3,1148,f,ship,medium,f,0
5,3,3,2,5273,f,road,high,m,0
4,5,3,4,1363,a,ship,low,f,1
4,3,3,7,4556,c,ship,low,f,0
3,2,2,3,4405,b,ship,medium,f,0
5,1,3,3,4908,c,road,high,m,0
3,1,3,4,4666,a,road,low,f,0
6,3,4,9,1212,f,ship,low,f,1
5,2,2,2,4636,f,ship,medium,m,1
5,5,3,5,4942,f,ship,medium,m,1
3,1,3,64,2794,d,ship,low,f,1
3,2,3,8,5869,a,ship,medium,m,0
4,2,3,7,5616,f,flight,low,f,0
6,4,4,5,1972,f,ship,low,f,1
2,1,2,5,5250,a,road,low,m,0
6,2,5,1,4597,b,road,low,f,1
3,3,4,33,1989,f,flight,low,f,1
4,3,2,9,1523,a,ship,medium,f,1
